,SchoolName,Year,State,number_grads,state_rank
11,AVE MARIA SCHOOL OF LAW,2014,Florida,37,1
12,"BALTIMORE, UNIVERSITY OF",2014,Maryland,228,1
13,BARRY UNIVERSITY,2014,Florida,123,1
14,BAYLOR UNIVERSITY,2014,Texas,104,1
15,BELMONT UNIVERSITY,2014,Tennessee,92,1
16,BOSTON COLLEGE,2014,Massachusetts,122,1
17,BOSTON UNIVERSITY,2014,Massachusetts,95,1
18,BRIGHAM YOUNG UNIVERSITY,2014,Utah,61,1
19,BROOKLYN LAW SCHOOL,2014,NEW YORK,283,1
20,CALIFORNIA WESTERN SCHOOL OF LAW,2014,California,135,1
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2014,California,179,1
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2014,California,129,1
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2014,California,276,1
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2014,CALIFORNIA,69,1
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2014,California,264,1
26,CAMPBELL UNIVERSITY,2014,North Carolina,116,1
27,CAPITAL UNIVERSITY,2014,Ohio,84,1
28,CARDOZO SCHOOL OF LAW,2014,New York,278,1
29,CASE WESTERN RESERVE UNIVERSITY,2014,Ohio,77,1
30,CATHOLIC UNIVERSITY OF AMERICA,2014,District of Columbia,59,1
31,CHAPMAN UNIVERSITY,2014,California,98,1
32,CHARLESTON SCHOOL OF LAW,2014,South Carolina,119,1
33,CHARLOTTE SCHOOL OF LAW,2014,North Carolina,183,1
34,"CHICAGO, UNIVERSITY OF",2014,Illinois,64,1
35,CHICAGO-KENT COLLEGE OF LAW-IIT,2014,Illinois,206,1
36,"CINCINNATI, UNIVERSITY OF",2014,Ohio,83,1
37,CITY UNIVERSITY OF NEW YORK,2014,New York,94,1
38,CLEVELAND STATE UNIVERSITY,2014,Ohio,104,1
39,"COLORADO, UNIVERSITY OF",2014,Colorado,126,1
40,COLUMBIA UNIVERSITY,2014,New York,304,1
41,CONCORDIA LAW SCHOOL,2014,,0,1
42,"CONNECTICUT, UNIVERSITY OF",2014,Connecticut,113,1
43,CORNELL UNIVERSITY,2014,New York,108,1
44,CREIGHTON UNIVERSITY,2014,Nebraska,62,1
45,"DAYTON, UNIVERSITY OF",2014,Ohio,59,1
46,"DENVER, UNIVERSITY OF",2014,Colorado,226,1
47,DEPAUL UNIVERSITY,2014,Illinois,203,1
48,"DETROIT MERCY, UNIVERSITY OF",2014,Michigan,87,1
49,DISTRICT OF COLUMBIA,2014,District Of Columbia,36,1
50,DRAKE UNIVERSITY,2014,Iowa,89,1
51,DREXEL UNIVERSITY,2014,Pennsylvania,82,1
52,DUKE UNIVERSITY,2014,New York,56,1
53,DUQUESNE UNIVERSITY,2014,Pennsylvania,129,1
54,ELON UNIVERSITY,2014,North Carolina,49,1
55,EMORY UNIVERSITY,2014,Georgia,139,1
56,FAULKNER UNIVERSITY,2014,Alabama,47,1
57,FLORIDA A&M UNIVERSITY,2014,Florida,113,1
58,FLORIDA COASTAL SCHOOL OF LAW,2014,Florida,216,1
59,FLORIDA INTERNATIONAL UNIVERSITY,2014,Florida,130,1
60,FLORIDA STATE UNIVERSITY,2014,Florida,192,1
61,"FLORIDA, UNIVERSITY OF",2014,Florida,196,1
62,FORDHAM UNIVERSITY,2014,New York,338,1
63,GEORGE MASON UNIVERSITY,2014,Virginia,85,1
64,GEORGE WASHINGTON UNIVERSITY,2014,District Of Columbia,259,1
65,GEORGETOWN UNIVERSITY,2014,District of Columbia,248,1
66,GEORGIA STATE UNIVERSITY,2014,Georgia,163,1
67,"GEORGIA, UNIVERSITY OF",2014,Georgia,137,1
68,GOLDEN GATE UNIVERSITY,2014,California,113,1
69,GONZAGA UNIVERSITY,2014,Washington,81,1
70,HAMLINE UNIVERSITY,2014,Minnesota,118,1
71,HARVARD UNIVERSITY,2014,New York,204,1
72,"HAWAII, UNIVERSITY OF",2014,Hawaii,74,1
73,HOFSTRA UNIVERSITY,2014,New York,221,1
74,"HOUSTON, UNIVERSITY OF",2014,Texas,215,1
75,HOWARD UNIVERSITY,2014,District Of Columbia,39,1
76,"IDAHO, UNIVERSITY OF",2014,Idaho,64,1
77,"ILLINOIS, UNIVERSITY OF",2014,Illinois,103,1
78,INDIANA UNIVERSITY - BLOOMINGTON,2014,Indiana,67,1
79,INDIANA UNIVERSITY - INDIANAPOLIS,2014,Indiana,212,1
80,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2014,Puerto Rico,144,1
81,"IOWA, UNIVERSITY OF",2014,Iowa,72,1
82,"KANSAS, UNIVERSITY OF",2014,Kansas,63,1
83,"KENTUCKY, UNIVERSITY OF",2014,Kentucky,91,1
84,LEWIS AND CLARK COLLEGE,2014,Oregon,123,1
85,LIBERTY UNIVERSITY,2014,Virginia,26,1
86,LINCOLN MEMORIAL,2014,Tennessee,42,1
87,LOUISIANA STATE UNIVERSITY,2014,Louisiana,139,1
88,"LOUISVILLE, UNIVERSITY OF",2014,Kentucky,84,1
89,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2014,California,300,1
90,LOYOLA UNIVERSITY-CHICAGO,2014,Illinois,160,1
91,LOYOLA UNIVERSITY-NEW ORLEANS,2014,Louisiana,125,1
92,"MAINE, UNIVERSITY OF",2014,Maine,56,1
93,MARQUETTE UNIVERSITY,2014,Wisconsin,137,1
94,"MARYLAND, UNIVERSITY OF",2014,Maryland,186,1
95,MCGEORGE SCHOOL OF LAW,2014,California,127,1
96,"MEMPHIS, UNIVERSITY OF",2014,Tennessee,74,1
97,MERCER UNIVERSITY,2014,Georgia,107,1
98,"MIAMI, UNIVERSITY OF",2014,Florida,272,1
99,MICHIGAN STATE UNIVERSITY,2014,Michigan,164,1
100,"MICHIGAN, UNIVERSITY OF",2014,New York,74,1
101,"MINNESOTA, UNIVERSITY OF",2014,Minnesota,142,1
102,MISSISSIPPI COLLEGE,2014,Mississippi,57,1
103,"MISSISSIPPI, UNIVERSITY OF",2014,Mississippi,76,1
104,"MISSOURI, UNIVERSITY OF",2014,Missouri,94,1
105,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2014,Missouri,89,1
106,"MONTANA, UNIVERSITY OF",2014,Montana,55,1
107,"NEBRASKA, UNIVERSITY OF",2014,Nebraska,78,1
108,NEW ENGLAND LAW | BOSTON,2014,Massachusetts,148,1
109,NEW HAMPSHIRE UNIVERSITY OF,2014,New Hampshire,50,1
110,"NEW MEXICO, UNIVERSITY OF",2014,New Mexico,90,1
111,NEW YORK LAW SCHOOL,2014,New York,287,1
112,NEW YORK UNIVERSITY,2014,New York,336,1
113,NORTH CAROLINA CENTRAL UNIVERSITY,2014,North Carolina,64,1
114,"NORTH CAROLINA, UNIVERSITY OF",2014,North Carolina,140,1
115,"NORTH DAKOTA, UNIVERSITY OF",2014,North Dakota,46,1
116,NORTHEASTERN UNIVERSITY,2014,Massachusetts,91,1
117,NORTHERN ILLINOIS UNIVERSITY,2014,Illinois,76,1
118,NORTHERN KENTUCKY UNIVERSITY,2014,Kentucky,65,1
119,NORTHWESTERN UNIVERSITY,2014,Illinois,105,1
120,"NOTRE DAME, UNIVERSITY OF",2014,Illinois,26,1
121,NOVA SOUTHEASTERN UNIVERSITY,2014,Florida,226,1
122,OHIO NORTHERN UNIVERSITY,2014,Ohio,36,1
123,OHIO STATE UNIVERSITY,2014,Ohio,149,1
124,OKLAHOMA CITY UNIVERSITY,2014,Oklahoma,112,1
125,"OKLAHOMA, UNIVERSITY OF",2014,Oklahoma,83,1
126,"OREGON, UNIVERSITY OF",2014,Oregon,94,1
127,PACE UNIVERSITY,2014,New York,89,1
128,PENNSYLVANIA STATE - DICKINSON LAW,2014,,0,1
129,PENNSYLVANIA STATE - PENN STATE LAW,2014,,0,1
130,"PENNSYLVANIA, UNIVERSITY OF",2014,New York,121,1
131,PEPPERDINE UNIVERSITY,2014,California,113,1
132,"PITTSBURGH, UNIVERSITY OF",2014,Pennsylvania,134,1
133,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2014,Puerto Rico,79,1
134,"PUERTO RICO, UNIVERSITY OF",2014,Puerto Rico,106,1
135,QUINNIPIAC UNIVERSITY,2014,Connecticut,70,1
136,REGENT UNIVERSITY,2014,Virginia,30,1
137,"RICHMOND, UNIVERSITY OF",2014,Virginia,106,1
138,ROGER WILLIAMS UNIVERSITY,2014,Rhode Island,51,1
139,RUTGERS UNIVERSITY,2014,,0,1
140,SAINT LOUIS UNIVERSITY,2014,Missouri,161,1
141,SAMFORD UNIVERSITY,2014,Alabama,63,1
142,"SAN DIEGO, UNIVERSITY OF",2014,California,184,1
143,"SAN FRANCISCO, UNIVERSITY OF",2014,California,111,1
144,SANTA CLARA UNIVERSITY,2014,California,156,1
145,SEATTLE UNIVERSITY,2014,Washington,200,1
146,SETON HALL UNIVERSITY,2014,New Jersey,188,1
147,"SOUTH CAROLINA, UNIVERSITY OF",2014,South Carolina,128,1
148,"SOUTH DAKOTA, UNIVERSITY OF",2014,South Dakota,47,1
149,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2014,Texas,324,1
150,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2014,California,177,1
151,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2014,Illinois,62,1
152,SOUTHERN METHODIST UNIVERSITY,2014,Texas,216,1
153,SOUTHERN UNIVERSITY,2014,Louisiana,87,1
154,SOUTHWESTERN LAW SCHOOL,2014,California,221,1
155,ST. JOHN'S UNIVERSITY,2014,New York,215,1
156,ST. MARY'S UNIVERSITY,2014,Texas,165,1
157,ST. THOMAS UNIVERSITY (FLORIDA),2014,Florida,115,1
158,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2014,Minnesota,109,1
159,STANFORD UNIVERSITY,2014,California,76,1
160,STETSON UNIVERSITY,2014,Florida,248,1
161,SUFFOLK UNIVERSITY,2014,Massachusetts,307,1
162,SYRACUSE UNIVERSITY,2014,New York,88,1
163,TEMPLE UNIVERSITY,2014,Pennsylvania,150,1
164,"TENNESSEE, UNIVERSITY OF",2014,Tennessee,99,1
165,TEXAS A&M UNIVERSITY,2014,Texas,176,1
166,"TEXAS AT AUSTIN, UNIVERSITY OF",2014,Texas,219,1
167,TEXAS SOUTHERN UNIVERSITY,2014,Texas,96,1
168,TEXAS TECH UNIVERSITY,2014,Texas,153,1
169,THOMAS JEFFERSON SCHOOL OF LAW,2014,California,119,1
170,"TOLEDO, UNIVERSITY OF",2014,Ohio,64,1
171,TOURO COLLEGE,2014,New York,146,1
172,TULANE UNIVERSITY,2014,Louisiana,71,1
173,"TULSA, UNIVERSITY OF",2014,Oklahoma,66,1
174,UNIVERSITY OF BUFFALO-SUNY,2014,New York,159,1
175,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2014,Illinois,317,1
176,UNIVERSITY OF LA VERNE,2014,California,29,1
177,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2014,Massachusetts,42,1
178,UNIVERSITY OF NEVADA - LAS VEGAS,2014,Nevada,103,1
179,"UTAH, UNIVERSITY OF",2014,Utah,91,1
180,VALPARAISO UNIVERSITY,2014,Indiana,54,1
181,VANDERBILT UNIVERSITY,2014,Tennessee,44,1
182,VERMONT LAW SCHOOL,2014,Vermont,25,1
183,VILLANOVA UNIVERSITY,2014,Pennsylvania,122,1
184,"VIRGINIA, UNIVERSITY OF",2014,New York,68,1
185,WAKE FOREST UNIVERSITY,2014,North Carolina,82,1
186,WASHBURN UNIVERSITY,2014,Kansas,58,1
187,WASHINGTON AND LEE UNIVERSITY,2014,Virginia,32,1
188,WASHINGTON UNIVERSITY,2014,Missouri,78,1
189,"WASHINGTON, UNIVERSITY OF",2014,Washington,136,1
190,WAYNE STATE UNIVERSITY,2014,Michigan,132,1
191,WEST VIRGINIA UNIVERSITY,2014,West Virginia,87,1
192,WESTERN MICHIGAN UNIVERSITY,2014,Michigan,302,1
193,WESTERN NEW ENGLAND UNIVERSITY,2014,Massachusetts,32,1
194,WESTERN STATE COLLEGE OF LAW,2014,California,84,1
195,WHITTIER LAW SCHOOL,2014,California,125,1
196,WIDENER UNIVERSITY-DELAWARE,2014,Pennsylvania,91,1
197,WIDENER-COMMONWEALTH,2014,Pennsylvania,73,1
198,WILLAMETTE UNIVERSITY,2014,Oregon,73,1
199,WILLIAM AND MARY LAW SCHOOL,2014,Virginia,71,1
200,WILLIAM MITCHELL COLLEGE OF LAW,2014,Minnesota,230,1
201,"WISCONSIN, UNIVERSITY OF",2014,Wisconsin,134,1
202,"WYOMING, UNIVERSITY OF",2014,Wyoming,33,1
203,YALE UNIVERSITY,2014,New York,75,1
0,"AKRON, UNIVERSITY OF",2015,Ohio,105,1
1,"ALABAMA, UNIVERSITY OF",2015,Alabama,72,1
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2015,New York,139,1
3,AMERICAN UNIVERSITY,2015,District of Columbia,177,1
4,APPALACHIAN SCHOOL OF LAW,2015,Virginia,15,1
5,ARIZONA STATE UNIVERSITY,2015,Arizona,167,1
6,ARIZONA SUMMIT LAW SCHOOL,2015,Arizona,196,1
7,"ARIZONA, UNIVERSITY OF",2015,Arizona,78,1
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2015,Arkansas,85,1
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2015,Arkansas,73,1
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2015,Georgia,89,1
11,AVE MARIA SCHOOL OF LAW,2015,Florida,35,1
12,"BALTIMORE, UNIVERSITY OF",2015,Maryland,207,1
13,BARRY UNIVERSITY,2015,Florida,126,1
14,BAYLOR UNIVERSITY,2015,Texas,96,1
15,BELMONT UNIVERSITY,2015,Tennessee,73,1
16,BOSTON COLLEGE,2015,Massachusetts,127,1
17,BOSTON UNIVERSITY,2015,Massachusetts,105,1
18,BRIGHAM YOUNG UNIVERSITY,2015,Utah,69,1
19,BROOKLYN LAW SCHOOL,2015,NEW YORK,271,1
20,CALIFORNIA WESTERN SCHOOL OF LAW,2015,California,140,1
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2015,California,159,1
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2015,California,148,1
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2015,California,236,1
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2015,CALIFORNIA,65,1
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2015,California,270,1
26,CAMPBELL UNIVERSITY,2015,North Carolina,96,1
27,CAPITAL UNIVERSITY,2015,Ohio,94,1
28,CARDOZO SCHOOL OF LAW,2015,New York,255,1
29,CASE WESTERN RESERVE UNIVERSITY,2015,Ohio,65,1
30,CATHOLIC UNIVERSITY OF AMERICA,2015,District of Columbia,46,1
31,CHAPMAN UNIVERSITY,2015,California,97,1
32,CHARLESTON SCHOOL OF LAW,2015,South Carolina,81,1
33,CHARLOTTE SCHOOL OF LAW,2015,North Carolina,194,1
34,"CHICAGO, UNIVERSITY OF",2015,Illinois,68,1
35,CHICAGO-KENT COLLEGE OF LAW-IIT,2015,Illinois,204,1
36,"CINCINNATI, UNIVERSITY OF",2015,Ohio,74,1
37,CITY UNIVERSITY OF NEW YORK,2015,New York,76,1
38,CLEVELAND STATE UNIVERSITY,2015,Ohio,81,1
39,"COLORADO, UNIVERSITY OF",2015,Colorado,126,1
40,COLUMBIA UNIVERSITY,2015,New York,309,1
41,CONCORDIA LAW SCHOOL,2015,Idaho,9,1
42,"CONNECTICUT, UNIVERSITY OF",2015,Connecticut,103,1
43,CORNELL UNIVERSITY,2015,New York,97,1
44,CREIGHTON UNIVERSITY,2015,Nebraska,61,1
45,"DAYTON, UNIVERSITY OF",2015,Ohio,41,1
46,"DENVER, UNIVERSITY OF",2015,Colorado,216,1
47,DEPAUL UNIVERSITY,2015,Illinois,179,1
48,"DETROIT MERCY, UNIVERSITY OF",2015,Michigan,76,1
49,DISTRICT OF COLUMBIA,2015,District of Columbia,19,1
50,DRAKE UNIVERSITY,2015,Iowa,87,1
51,DREXEL UNIVERSITY,2015,Pennsylvania,73,1
52,DUKE UNIVERSITY,2015,New York,65,1
53,DUQUESNE UNIVERSITY,2015,Pennsylvania,114,1
54,ELON UNIVERSITY,2015,North Carolina,46,1
55,EMORY UNIVERSITY,2015,Georgia,169,1
56,FAULKNER UNIVERSITY,2015,Alabama,57,1
57,FLORIDA A&M UNIVERSITY,2015,Florida,90,1
58,FLORIDA COASTAL SCHOOL OF LAW,2015,Florida,177,1
59,FLORIDA INTERNATIONAL UNIVERSITY,2015,Florida,119,1
60,FLORIDA STATE UNIVERSITY,2015,Florida,179,1
61,"FLORIDA, UNIVERSITY OF",2015,Florida,224,1
62,FORDHAM UNIVERSITY,2015,New York,296,1
63,GEORGE MASON UNIVERSITY,2015,District Of Columbia,54,1
64,GEORGE WASHINGTON UNIVERSITY,2015,District Of Columbia,221,1
65,GEORGETOWN UNIVERSITY,2015,District of Columbia,240,1
66,GEORGIA STATE UNIVERSITY,2015,Georgia,162,1
67,"GEORGIA, UNIVERSITY OF",2015,Georgia,120,1
68,GOLDEN GATE UNIVERSITY,2015,California,94,1
69,GONZAGA UNIVERSITY,2015,Washington,58,1
70,HARVARD UNIVERSITY,2015,New York,184,1
71,"HAWAII, UNIVERSITY OF",2015,Hawaii,85,1
72,HOFSTRA UNIVERSITY,2015,New York,220,1
73,"HOUSTON, UNIVERSITY OF",2015,Texas,184,1
74,HOWARD UNIVERSITY,2015,District of Columbia,24,1
75,"IDAHO, UNIVERSITY OF",2015,Idaho,57,1
76,"ILLINOIS, UNIVERSITY OF",2015,Illinois,112,1
77,INDIANA TECH,2015,,0,1
78,INDIANA UNIVERSITY - BLOOMINGTON,2015,Indiana,64,1
79,INDIANA UNIVERSITY - INDIANAPOLIS,2015,Indiana,199,1
80,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2015,Puerto Rico,111,1
81,"IOWA, UNIVERSITY OF",2015,Iowa,58,1
82,"KANSAS, UNIVERSITY OF",2015,Missouri,47,1
83,"KENTUCKY, UNIVERSITY OF",2015,Kentucky,82,1
84,LEWIS AND CLARK COLLEGE,2015,Oregon,93,1
85,LIBERTY UNIVERSITY,2015,Virginia,11,1
86,LINCOLN MEMORIAL,2015,Tennessee,19,1
87,LOUISIANA STATE UNIVERSITY,2015,Louisiana,118,1
88,"LOUISVILLE, UNIVERSITY OF",2015,Kentucky,93,1
89,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2015,California,282,1
90,LOYOLA UNIVERSITY-CHICAGO,2015,Illinois,184,1
91,LOYOLA UNIVERSITY-NEW ORLEANS,2015,Louisiana,118,1
92,"MAINE, UNIVERSITY OF",2015,Maine,49,1
93,MARQUETTE UNIVERSITY,2015,Wisconsin,151,1
94,"MARYLAND, UNIVERSITY OF",2015,Maryland,158,1
95,MCGEORGE SCHOOL OF LAW,2015,California,151,1
96,"MEMPHIS, UNIVERSITY OF",2015,Tennessee,78,1
97,MERCER UNIVERSITY,2015,Georgia,78,1
98,"MIAMI, UNIVERSITY OF",2015,Florida,253,1
99,MICHIGAN STATE UNIVERSITY,2015,Michigan,145,1
100,"MICHIGAN, UNIVERSITY OF",2015,New York,79,1
101,"MINNESOTA, UNIVERSITY OF",2015,Minnesota,127,1
102,MISSISSIPPI COLLEGE,2015,Mississippi,73,1
103,"MISSISSIPPI, UNIVERSITY OF",2015,Mississippi,59,1
104,"MISSOURI, UNIVERSITY OF",2015,Missouri,97,1
105,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2015,Missouri,84,1
106,MITCHELL|HAMLINE,2015,Minnesota,232,1
107,"MONTANA, UNIVERSITY OF",2015,Montana,59,1
108,"NEBRASKA, UNIVERSITY OF",2015,Nebraska,86,1
109,NEW ENGLAND LAW | BOSTON,2015,Massachusetts,152,1
110,NEW HAMPSHIRE UNIVERSITY OF,2015,New Hampshire,39,1
111,"NEW MEXICO, UNIVERSITY OF",2015,New Mexico,88,1
112,NEW YORK LAW SCHOOL,2015,New York,251,1
113,NEW YORK UNIVERSITY,2015,New York,344,1
114,NORTH CAROLINA CENTRAL UNIVERSITY,2015,North Carolina,89,1
115,"NORTH CAROLINA, UNIVERSITY OF",2015,North Carolina,114,1
116,"NORTH DAKOTA, UNIVERSITY OF",2015,North Dakota,40,1
117,NORTHEASTERN UNIVERSITY,2015,Massachusetts,80,1
118,NORTHERN ILLINOIS UNIVERSITY,2015,Illinois,75,1
119,NORTHERN KENTUCKY UNIVERSITY,2015,Ohio,51,1
120,NORTHWESTERN UNIVERSITY,2015,Illinois,106,1
121,"NOTRE DAME, UNIVERSITY OF",2015,Illinois,43,1
122,NOVA SOUTHEASTERN UNIVERSITY,2015,Florida,220,1
123,OHIO NORTHERN UNIVERSITY,2015,Ohio,18,1
124,OHIO STATE UNIVERSITY,2015,Ohio,136,1
125,OKLAHOMA CITY UNIVERSITY,2015,Oklahoma,85,1
126,"OKLAHOMA, UNIVERSITY OF",2015,Oklahoma,88,1
127,"OREGON, UNIVERSITY OF",2015,Oregon,47,1
128,PACE UNIVERSITY,2015,New York,97,1
129,PENNSYLVANIA STATE - DICKINSON LAW,2015,Pennsylvania,29,1
130,PENNSYLVANIA STATE - PENN STATE LAW,2015,Pennsylvania,29,1
131,"PENNSYLVANIA, UNIVERSITY OF",2015,New York,116,1
132,PEPPERDINE UNIVERSITY,2015,California,125,1
133,"PITTSBURGH, UNIVERSITY OF",2015,Pennsylvania,120,1
134,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2015,Puerto Rico,95,1
135,"PUERTO RICO, UNIVERSITY OF",2015,Puerto Rico,105,1
136,QUINNIPIAC UNIVERSITY,2015,Connecticut,74,1
137,REGENT UNIVERSITY,2015,Virginia,49,1
138,"RICHMOND, UNIVERSITY OF",2015,Virginia,92,1
139,ROGER WILLIAMS UNIVERSITY,2015,Rhode Island,50,1
140,RUTGERS UNIVERSITY,2015,New Jersey,263,1
141,SAINT LOUIS UNIVERSITY,2015,Missouri,121,1
142,SAMFORD UNIVERSITY,2015,Alabama,65,1
143,"SAN DIEGO, UNIVERSITY OF",2015,California,175,1
144,"SAN FRANCISCO, UNIVERSITY OF",2015,California,103,1
145,SANTA CLARA UNIVERSITY,2015,California,136,1
146,SEATTLE UNIVERSITY,2015,Washington,171,1
147,SETON HALL UNIVERSITY,2015,New Jersey,143,1
148,"SOUTH CAROLINA, UNIVERSITY OF",2015,South Carolina,137,1
149,"SOUTH DAKOTA, UNIVERSITY OF",2015,South Dakota,38,1
150,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2015,Texas,162,1
151,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2015,California,177,1
152,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2015,Illinois,48,1
153,SOUTHERN METHODIST UNIVERSITY,2015,Texas,202,1
154,SOUTHERN UNIVERSITY,2015,Louisiana,111,1
155,SOUTHWESTERN LAW SCHOOL,2015,California,196,1
156,ST. JOHN'S UNIVERSITY,2015,New York,201,1
157,ST. MARY'S UNIVERSITY,2015,Texas,154,1
158,ST. THOMAS UNIVERSITY (FLORIDA),2015,Florida,108,1
159,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2015,Minnesota,108,1
160,STANFORD UNIVERSITY,2015,California,84,1
161,STETSON UNIVERSITY,2015,Florida,228,1
162,SUFFOLK UNIVERSITY,2015,Massachusetts,293,1
163,SYRACUSE UNIVERSITY,2015,New York,75,1
164,TEMPLE UNIVERSITY,2015,Pennsylvania,175,1
165,"TENNESSEE, UNIVERSITY OF",2015,Tennessee,84,1
166,TEXAS A&M UNIVERSITY,2015,Texas,176,1
167,"TEXAS AT AUSTIN, UNIVERSITY OF",2015,Texas,260,1
168,TEXAS SOUTHERN UNIVERSITY,2015,Texas,78,1
169,TEXAS TECH UNIVERSITY,2015,Texas,158,1
170,THOMAS JEFFERSON SCHOOL OF LAW,2015,California,110,1
171,"TOLEDO, UNIVERSITY OF",2015,Ohio,66,1
172,TOURO COLLEGE,2015,New York,131,1
173,TULANE UNIVERSITY,2015,Louisiana,93,1
174,"TULSA, UNIVERSITY OF",2015,Oklahoma,56,1
175,UNIVERSITY OF BUFFALO-SUNY,2015,New York,150,1
176,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2015,Illinois,262,1
177,UNIVERSITY OF LA VERNE,2015,California,26,1
178,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2015,Massachusetts,35,1
179,UNIVERSITY OF NEVADA - LAS VEGAS,2015,Nevada,106,1
180,"UTAH, UNIVERSITY OF",2015,Utah,105,1
181,VALPARAISO UNIVERSITY,2015,Indiana,45,1
182,VANDERBILT UNIVERSITY,2015,Tennessee,37,1
183,VERMONT LAW SCHOOL,2015,Vermont,29,1
184,VILLANOVA UNIVERSITY,2015,Pennsylvania,105,1
185,"VIRGINIA, UNIVERSITY OF",2015,New York,71,1
186,WAKE FOREST UNIVERSITY,2015,North Carolina,60,1
187,WASHBURN UNIVERSITY,2015,Kansas,70,1
188,WASHINGTON AND LEE UNIVERSITY,2015,Virginia,41,1
189,WASHINGTON UNIVERSITY,2015,Missouri,71,1
190,"WASHINGTON, UNIVERSITY OF",2015,Washington,126,1
191,WAYNE STATE UNIVERSITY,2015,Michigan,98,1
192,WEST VIRGINIA UNIVERSITY,2015,West Virginia,85,1
193,WESTERN MICHIGAN UNIVERSITY,2015,Michigan,253,1
194,WESTERN NEW ENGLAND UNIVERSITY,2015,Connecticut,31,1
195,WESTERN STATE COLLEGE OF LAW,2015,California,70,1
196,WHITTIER LAW SCHOOL,2015,California,97,1
197,WIDENER UNIVERSITY-DELAWARE,2015,Pennsylvania,62,1
198,WIDENER-COMMONWEALTH,2015,Pennsylvania,59,1
199,WILLAMETTE UNIVERSITY,2015,Oregon,58,1
200,WILLIAM AND MARY LAW SCHOOL,2015,Virginia,57,1
201,"WISCONSIN, UNIVERSITY OF",2015,Wisconsin,123,1
202,"WYOMING, UNIVERSITY OF",2015,Wyoming,28,1
203,YALE UNIVERSITY,2015,New York,68,1
0,"AKRON, UNIVERSITY OF",2016,Ohio,92,1
1,"ALABAMA, UNIVERSITY OF",2016,Alabama,66,1
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2016,New York,126,1
3,AMERICAN UNIVERSITY,2016,District of Columbia,143,1
4,APPALACHIAN SCHOOL OF LAW,2016,Virginia,15,1
5,ARIZONA STATE UNIVERSITY,2016,Arizona,151,1
6,ARIZONA SUMMIT LAW SCHOOL,2016,Arizona,120,1
7,"ARIZONA, UNIVERSITY OF",2016,Arizona,76,1
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2016,Arkansas,58,1
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2016,Arkansas,94,1
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2016,Georgia,112,1
11,AVE MARIA SCHOOL OF LAW,2016,Florida,35,1
12,"BALTIMORE, UNIVERSITY OF",2016,Maryland,199,1
13,BARRY UNIVERSITY,2016,Florida,162,1
14,BAYLOR UNIVERSITY,2016,Texas,128,1
15,BELMONT UNIVERSITY,2016,Tennessee,55,1
16,BOSTON COLLEGE,2016,Massachusetts,134,1
17,BOSTON UNIVERSITY,2016,Massachusetts,95,1
18,BRIGHAM YOUNG UNIVERSITY,2016,Utah,70,1
19,BROOKLYN LAW SCHOOL,2016,NEW YORK,295,1
20,CALIFORNIA WESTERN SCHOOL OF LAW,2016,California,118,1
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2016,California,203,1
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2016,California,99,1
