,SchoolName,Year,State,number_grads,state_rank
52,DUKE UNIVERSITY,2015,District of Columbia,19,3
53,DUQUESNE UNIVERSITY,2015,New York,3,3
54,ELON UNIVERSITY,2015,District of Columbia,2,3
55,EMORY UNIVERSITY,2015,Florida,20,3
56,FAULKNER UNIVERSITY,2015,Florida,4,3
57,FLORIDA A&M UNIVERSITY,2015,District Of Columbia,3,3
58,FLORIDA COASTAL SCHOOL OF LAW,2015,Georgia,9,3
59,FLORIDA INTERNATIONAL UNIVERSITY,2015,Texas,2,3
60,FLORIDA STATE UNIVERSITY,2015,New York,8,3
61,"FLORIDA, UNIVERSITY OF",2015,New York,5,3
62,FORDHAM UNIVERSITY,2015,California,11,3
63,GEORGE MASON UNIVERSITY,2015,Maryland,9,3
64,GEORGE WASHINGTON UNIVERSITY,2015,Virginia,32,3
65,GEORGETOWN UNIVERSITY,2015,California,52,3
66,GEORGIA STATE UNIVERSITY,2015,Florida,2,3
67,"GEORGIA, UNIVERSITY OF",2015,District of Columbia,5,3
68,GOLDEN GATE UNIVERSITY,2015,Washington,2,3
69,GONZAGA UNIVERSITY,2015,Nevada,6,3
70,HARVARD UNIVERSITY,2015,District of Columbia,68,3
71,"HAWAII, UNIVERSITY OF",2015,California,1,3
72,HOFSTRA UNIVERSITY,2015,Florida,4,3
73,"HOUSTON, UNIVERSITY OF",2015,Florida,1,3
74,HOWARD UNIVERSITY,2015,Maryland,10,3
75,"IDAHO, UNIVERSITY OF",2015,California,3,3
76,"ILLINOIS, UNIVERSITY OF",2015,New York,4,3
77,INDIANA TECH,2015,,0,3
78,INDIANA UNIVERSITY - BLOOMINGTON,2015,New York,10,3
79,INDIANA UNIVERSITY - INDIANAPOLIS,2015,California,5,3
80,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2015,New York,1,3
81,"IOWA, UNIVERSITY OF",2015,Minnesota,11,3
82,"KANSAS, UNIVERSITY OF",2015,Colorado,4,3
83,"KENTUCKY, UNIVERSITY OF",2015,District Of Columbia,5,3
84,LEWIS AND CLARK COLLEGE,2015,California,10,3
85,LIBERTY UNIVERSITY,2015,North Carolina,4,3
86,LINCOLN MEMORIAL,2015,Vermont,1,3
87,LOUISIANA STATE UNIVERSITY,2015,District of Columbia,3,3
88,"LOUISVILLE, UNIVERSITY OF",2015,Indiana,4,3
89,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2015,New York,2,3
90,LOYOLA UNIVERSITY-CHICAGO,2015,Florida,4,3
91,LOYOLA UNIVERSITY-NEW ORLEANS,2015,California,4,3
92,"MAINE, UNIVERSITY OF",2015,Connecticut,1,3
93,MARQUETTE UNIVERSITY,2015,Texas,5,3
94,"MARYLAND, UNIVERSITY OF",2015,New York,8,3
95,MCGEORGE SCHOOL OF LAW,2015,District of Columbia,2,3
96,"MEMPHIS, UNIVERSITY OF",2015,Mississippi,3,3
97,MERCER UNIVERSITY,2015,Florida,2,3
98,"MIAMI, UNIVERSITY OF",2015,District of Columbia,6,3
99,MICHIGAN STATE UNIVERSITY,2015,Illinois,11,3
100,"MICHIGAN, UNIVERSITY OF",2015,California,40,3
101,"MINNESOTA, UNIVERSITY OF",2015,Wisconsin,10,3
102,MISSISSIPPI COLLEGE,2015,Texas,6,3
103,"MISSISSIPPI, UNIVERSITY OF",2015,Alabama,6,3
104,"MISSOURI, UNIVERSITY OF",2015,Kansas,4,3
105,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2015,Colorado,3,3
106,MITCHELL|HAMLINE,2015,California,4,3
107,"MONTANA, UNIVERSITY OF",2015,District Of Columbia,1,3
108,"NEBRASKA, UNIVERSITY OF",2015,Iowa,3,3
109,NEW ENGLAND LAW | BOSTON,2015,California,8,3
110,NEW HAMPSHIRE UNIVERSITY OF,2015,California,3,3
111,"NEW MEXICO, UNIVERSITY OF",2015,Texas,3,3
112,NEW YORK LAW SCHOOL,2015,California,3,3
113,NEW YORK UNIVERSITY,2015,District of Columbia,35,3
114,NORTH CAROLINA CENTRAL UNIVERSITY,2015,Colorado,3,3
115,"NORTH CAROLINA, UNIVERSITY OF",2015,New York,16,3
116,"NORTH DAKOTA, UNIVERSITY OF",2015,Montana,2,3
117,NORTHEASTERN UNIVERSITY,2015,District of Columbia,7,3
118,NORTHERN ILLINOIS UNIVERSITY,2015,Indiana,2,3
119,NORTHERN KENTUCKY UNIVERSITY,2015,Indiana,5,3
120,NORTHWESTERN UNIVERSITY,2015,California,41,3
121,"NOTRE DAME, UNIVERSITY OF",2015,Indiana,9,3
122,NOVA SOUTHEASTERN UNIVERSITY,2015,Colorado,2,3
123,OHIO NORTHERN UNIVERSITY,2015,Pennsylvania,6,3
124,OHIO STATE UNIVERSITY,2015,Texas,5,3
125,OKLAHOMA CITY UNIVERSITY,2015,New Mexico,2,3
126,"OKLAHOMA, UNIVERSITY OF",2015,District of Columbia,5,3
127,"OREGON, UNIVERSITY OF",2015,California,10,3
128,PACE UNIVERSITY,2015,Connecticut,7,3
129,PENNSYLVANIA STATE - DICKINSON LAW,2015,Maryland,3,3
130,PENNSYLVANIA STATE - PENN STATE LAW,2015,Colorado,4,3
131,"PENNSYLVANIA, UNIVERSITY OF",2015,District of Columbia,23,3
132,PEPPERDINE UNIVERSITY,2015,Nevada,4,3
133,"PITTSBURGH, UNIVERSITY OF",2015,New Jersey,4,3
134,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2015,New Jersey,1,3
135,"PUERTO RICO, UNIVERSITY OF",2015,Florida,1,3
136,QUINNIPIAC UNIVERSITY,2015,North Carolina,5,3
137,REGENT UNIVERSITY,2015,Georgia,4,3
138,"RICHMOND, UNIVERSITY OF",2015,New York,5,3
139,ROGER WILLIAMS UNIVERSITY,2015,New York,9,3
140,RUTGERS UNIVERSITY,2015,Pennsylvania,25,3
141,SAINT LOUIS UNIVERSITY,2015,District Of Columbia,5,3
142,SAMFORD UNIVERSITY,2015,Florida,3,3
143,"SAN DIEGO, UNIVERSITY OF",2015,District of Columbia,2,3
144,"SAN FRANCISCO, UNIVERSITY OF",2015,New York,3,3
145,SANTA CLARA UNIVERSITY,2015,Utah,2,3
146,SEATTLE UNIVERSITY,2015,Oregon,4,3
147,SETON HALL UNIVERSITY,2015,California,3,3
148,"SOUTH CAROLINA, UNIVERSITY OF",2015,Georgia,8,3
149,"SOUTH DAKOTA, UNIVERSITY OF",2015,Minnesota,2,3
150,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2015,Louisiana,2,3
151,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2015,District of Columbia,3,3
152,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2015,Kentucky,3,3
153,SOUTHERN METHODIST UNIVERSITY,2015,New York,2,3
154,SOUTHERN UNIVERSITY,2015,Georgia,8,3
155,SOUTHWESTERN LAW SCHOOL,2015,Virginia,1,3
156,ST. JOHN'S UNIVERSITY,2015,California,3,3
157,ST. MARY'S UNIVERSITY,2015,District of Columbia,1,3
158,ST. THOMAS UNIVERSITY (FLORIDA),2015,Texas,2,3
159,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2015,North Dakota,4,3
160,STANFORD UNIVERSITY,2015,District of Columbia,18,3
161,STETSON UNIVERSITY,2015,New York,3,3
162,SUFFOLK UNIVERSITY,2015,Rhode Island,12,3
163,SYRACUSE UNIVERSITY,2015,Virginia,8,3
164,TEMPLE UNIVERSITY,2015,Delaware,5,3
165,"TENNESSEE, UNIVERSITY OF",2015,North Carolina,4,3
166,TEXAS A&M UNIVERSITY,2015,District Of Columbia,1,3
167,"TEXAS AT AUSTIN, UNIVERSITY OF",2015,California,10,3
168,TEXAS SOUTHERN UNIVERSITY,2015,District of Columbia,1,3
169,TEXAS TECH UNIVERSITY,2015,Arizona,2,3
170,THOMAS JEFFERSON SCHOOL OF LAW,2015,Colorado,4,3
171,"TOLEDO, UNIVERSITY OF",2015,Texas,4,3
172,TOURO COLLEGE,2015,Pennsylvania,2,3
173,TULANE UNIVERSITY,2015,California,23,3
174,"TULSA, UNIVERSITY OF",2015,Missouri,6,3
175,UNIVERSITY OF BUFFALO-SUNY,2015,District of Columbia,2,3
176,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2015,California,5,3
177,UNIVERSITY OF LA VERNE,2015,,0,3
178,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2015,Colorado,1,3
179,UNIVERSITY OF NEVADA - LAS VEGAS,2015,Arizona,1,3
180,"UTAH, UNIVERSITY OF",2015,Idaho,2,3
181,VALPARAISO UNIVERSITY,2015,Michigan,3,3
182,VANDERBILT UNIVERSITY,2015,Texas,14,3
183,VERMONT LAW SCHOOL,2015,New York,11,3
184,VILLANOVA UNIVERSITY,2015,New York,11,3
185,"VIRGINIA, UNIVERSITY OF",2015,Virginia,59,3
186,WAKE FOREST UNIVERSITY,2015,New York,7,3
187,WASHBURN UNIVERSITY,2015,Colorado,5,3
188,WASHINGTON AND LEE UNIVERSITY,2015,New York,15,3
189,WASHINGTON UNIVERSITY,2015,California,18,3
190,"WASHINGTON, UNIVERSITY OF",2015,Oregon,6,3
191,WAYNE STATE UNIVERSITY,2015,Pennsylvania,1,3
192,WEST VIRGINIA UNIVERSITY,2015,Virginia,4,3
193,WESTERN MICHIGAN UNIVERSITY,2015,Illinois,15,3
194,WESTERN NEW ENGLAND UNIVERSITY,2015,New York,10,3
195,WESTERN STATE COLLEGE OF LAW,2015,Massachusetts,1,3
196,WHITTIER LAW SCHOOL,2015,Texas,1,3
197,WIDENER UNIVERSITY-DELAWARE,2015,New Jersey,24,3
198,WIDENER-COMMONWEALTH,2015,California,2,3
199,WILLAMETTE UNIVERSITY,2015,California,2,3
200,WILLIAM AND MARY LAW SCHOOL,2015,New Jersey,11,3
201,"WISCONSIN, UNIVERSITY OF",2015,Illinois,14,3
202,"WYOMING, UNIVERSITY OF",2015,Montana,2,3
203,YALE UNIVERSITY,2015,California,25,3
0,"AKRON, UNIVERSITY OF",2016,New York,2,3
1,"ALABAMA, UNIVERSITY OF",2016,Texas,9,3
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2016,District of Columbia,2,3
3,AMERICAN UNIVERSITY,2016,Maryland,31,3
4,APPALACHIAN SCHOOL OF LAW,2016,Kentucky,3,3
5,ARIZONA STATE UNIVERSITY,2016,Utah,3,3
6,ARIZONA SUMMIT LAW SCHOOL,2016,California,4,3
7,"ARIZONA, UNIVERSITY OF",2016,New York,4,3
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2016,Missouri,8,3
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2016,California,2,3
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2016,Ohio,2,3
11,AVE MARIA SCHOOL OF LAW,2016,New York,2,3
12,"BALTIMORE, UNIVERSITY OF",2016,Virginia,6,3
13,BARRY UNIVERSITY,2016,Texas,4,3
14,BAYLOR UNIVERSITY,2016,Virginia,2,3
15,BELMONT UNIVERSITY,2016,Kentucky,2,3
16,BOSTON COLLEGE,2016,California,7,3
17,BOSTON UNIVERSITY,2016,California,9,3
18,BRIGHAM YOUNG UNIVERSITY,2016,Nevada,8,3
19,BROOKLYN LAW SCHOOL,2016,CALIFORNIA,6,3
20,CALIFORNIA WESTERN SCHOOL OF LAW,2016,District Of Columbia,2,3
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2016,District of Columbia,17,3
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2016,Alaska,2,3
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2016,Colorado,3,3
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2016,NEW YORK,4,3
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2016,Texas,5,3
26,CAMPBELL UNIVERSITY,2016,District of Columbia,1,3
27,CAPITAL UNIVERSITY,2016,North Carolina,2,3
28,CARDOZO SCHOOL OF LAW,2016,Colorado,3,3
29,CASE WESTERN RESERVE UNIVERSITY,2016,District of Columbia,4,3
30,CATHOLIC UNIVERSITY OF AMERICA,2016,Virginia,18,3
31,CHAPMAN UNIVERSITY,2016,Nevada,2,3
32,CHARLESTON SCHOOL OF LAW,2016,Georgia,4,3
33,"CHICAGO, UNIVERSITY OF",2016,California,25,3
34,CHICAGO-KENT COLLEGE OF LAW-IIT,2016,Pennsylvania,4,3
35,"CINCINNATI, UNIVERSITY OF",2016,Indiana,3,3
36,CITY UNIVERSITY OF NEW YORK,2016,Connecticut,2,3
37,CLEVELAND STATE UNIVERSITY,2016,North Carolina,1,3
38,"COLORADO, UNIVERSITY OF",2016,California,3,3
39,COLUMBIA UNIVERSITY,2016,District of Columbia,24,3
40,CONCORDIA LAW SCHOOL,2016,Oregon,1,3
41,"CONNECTICUT, UNIVERSITY OF",2016,New York,12,3
42,CORNELL UNIVERSITY,2016,District Of Columbia,13,3
43,CREIGHTON UNIVERSITY,2016,Colorado,6,3
44,"DAYTON, UNIVERSITY OF",2016,Kentucky,4,3
45,"DENVER, UNIVERSITY OF",2016,New York,3,3
46,DEPAUL UNIVERSITY,2016,Florida,3,3
47,"DETROIT MERCY, UNIVERSITY OF",2016,,0,3
48,DISTRICT OF COLUMBIA,2016,Virginia,12,3
49,DRAKE UNIVERSITY,2016,Colorado,2,3
50,DREXEL UNIVERSITY,2016,New York,4,3
51,DUKE UNIVERSITY,2016,North Carolina,22,3
52,DUQUESNE UNIVERSITY,2016,Ohio,2,3
53,ELON UNIVERSITY,2016,New York,2,3
54,EMORY UNIVERSITY,2016,Florida,17,3
55,FAULKNER UNIVERSITY,2016,Florida,3,3
56,FLORIDA A&M UNIVERSITY,2016,Georgia,1,3
57,FLORIDA COASTAL SCHOOL OF LAW,2016,New York,6,3
58,FLORIDA INTERNATIONAL UNIVERSITY,2016,Georgia,2,3
59,FLORIDA STATE UNIVERSITY,2016,District of Columbia,5,3
60,"FLORIDA, UNIVERSITY OF",2016,Georgia,6,3
61,FORDHAM UNIVERSITY,2016,California,6,3
62,GEORGE MASON UNIVERSITY,2016,California,4,3
63,GEORGE WASHINGTON UNIVERSITY,2016,Virginia,51,3
64,GEORGETOWN UNIVERSITY,2016,California,31,3
65,GEORGIA STATE UNIVERSITY,2016,District of Columbia,2,3
66,"GEORGIA, UNIVERSITY OF",2016,District of Columbia,6,3
67,GOLDEN GATE UNIVERSITY,2016,New York,1,3
68,GONZAGA UNIVERSITY,2016,California,4,3
69,HARVARD UNIVERSITY,2016,California,68,3
70,"HAWAII, UNIVERSITY OF",2016,Texas,1,3
71,HOFSTRA UNIVERSITY,2016,California,2,3
72,"HOUSTON, UNIVERSITY OF",2016,District of Columbia,3,3
73,HOWARD UNIVERSITY,2016,Maryland,15,3
74,"IDAHO, UNIVERSITY OF",2016,Nevada,3,3
75,"ILLINOIS, UNIVERSITY OF",2016,Missouri,6,3
76,INDIANA UNIVERSITY - BLOOMINGTON,2016,New York,9,3
77,INDIANA UNIVERSITY - INDIANAPOLIS,2016,Florida,4,3
78,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2016,Florida,2,3
79,"IOWA, UNIVERSITY OF",2016,Minnesota,7,3
80,"KANSAS, UNIVERSITY OF",2016,California,3,3
81,"KENTUCKY, UNIVERSITY OF",2016,Tennessee,5,3
82,LEWIS AND CLARK COLLEGE,2016,California,7,3
83,LIBERTY UNIVERSITY,2016,Alabama,2,3
84,LINCOLN MEMORIAL,2016,,0,3
85,LOUISIANA STATE UNIVERSITY,2016,District of Columbia,3,3
86,"LOUISVILLE, UNIVERSITY OF",2016,Ohio,3,3
87,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2016,Massachusetts,2,3
88,LOYOLA UNIVERSITY-CHICAGO,2016,District of Columbia,6,3
89,LOYOLA UNIVERSITY-NEW ORLEANS,2016,Florida,5,3
90,"MAINE, UNIVERSITY OF",2016,Colorado,2,3
91,MARQUETTE UNIVERSITY,2016,Minnesota,3,3
92,"MARYLAND, UNIVERSITY OF",2016,New York,6,3
93,MCGEORGE SCHOOL OF LAW,2016,Nevada,1,3
94,"MEMPHIS, UNIVERSITY OF",2016,Arizona,1,3
95,MERCER UNIVERSITY,2016,California,2,3
96,"MIAMI, UNIVERSITY OF",2016,District of Columbia,4,3
97,MICHIGAN STATE UNIVERSITY,2016,District Of Columbia,7,3
98,"MICHIGAN, UNIVERSITY OF",2016,Michigan,40,3
99,"MINNESOTA, UNIVERSITY OF",2016,Illinois,11,3
100,MISSISSIPPI COLLEGE,2016,District Of Columbia,5,3
101,"MISSISSIPPI, UNIVERSITY OF",2016,Georgia,7,3
102,"MISSOURI, UNIVERSITY OF",2016,Arkansas,3,3
103,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2016,Illinois,3,3
104,MITCHELL|HAMLINE,2016,Florida,3,3
105,"MONTANA, UNIVERSITY OF",2016,Colorado,2,3
106,"NEBRASKA, UNIVERSITY OF",2016,Iowa,4,3
107,NEW ENGLAND LAW | BOSTON,2016,California,5,3
108,NEW HAMPSHIRE UNIVERSITY OF,2016,California,2,3
109,"NEW MEXICO, UNIVERSITY OF",2016,District of Columbia,3,3
110,NEW YORK LAW SCHOOL,2016,Connecticut,3,3
111,NEW YORK UNIVERSITY,2016,California,30,3
112,NORTH CAROLINA CENTRAL UNIVERSITY,2016,Georgia,4,3
113,"NORTH CAROLINA, UNIVERSITY OF",2016,Georgia,9,3
114,"NORTH DAKOTA, UNIVERSITY OF",2016,North Carolina,1,3
115,NORTHEASTERN UNIVERSITY,2016,California,6,3
116,NORTHERN ILLINOIS UNIVERSITY,2016,Colorado,1,3
117,NORTHERN KENTUCKY UNIVERSITY,2016,Indiana,2,3
118,NORTHWESTERN UNIVERSITY,2016,California,22,3
119,"NOTRE DAME, UNIVERSITY OF",2016,California,14,3
120,NOVA SOUTHEASTERN UNIVERSITY,2016,District of Columbia,1,3
121,OHIO NORTHERN UNIVERSITY,2016,West Virginia,4,3
122,OHIO STATE UNIVERSITY,2016,Florida,5,3
123,OKLAHOMA CITY UNIVERSITY,2016,District of Columbia,2,3
124,"OKLAHOMA, UNIVERSITY OF",2016,Colorado,3,3
125,"OREGON, UNIVERSITY OF",2016,California,4,3
126,PACE UNIVERSITY,2016,Connecticut,6,3
127,PENNSYLVANIA STATE - DICKINSON LAW,2016,Virginia,2,3
128,PENNSYLVANIA STATE - PENN STATE LAW,2016,New York,4,3
129,"PENNSYLVANIA, UNIVERSITY OF",2016,District of Columbia,27,3
130,PEPPERDINE UNIVERSITY,2016,Texas,3,3
131,"PITTSBURGH, UNIVERSITY OF",2016,California,5,3
132,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2016,Minnesota,1,3
133,"PUERTO RICO, UNIVERSITY OF",2016,New York,3,3
134,QUINNIPIAC UNIVERSITY,2016,Florida,3,3
135,REGENT UNIVERSITY,2016,California,4,3
136,"RICHMOND, UNIVERSITY OF",2016,North Carolina,3,3
137,ROGER WILLIAMS UNIVERSITY,2016,Massachusetts,8,3
138,RUTGERS UNIVERSITY,2016,Pennsylvania,17,3
139,SAINT LOUIS UNIVERSITY,2016,District Of Columbia,6,3
140,SAMFORD UNIVERSITY,2016,Tennessee,7,3
141,"SAN DIEGO, UNIVERSITY OF",2016,Massachusetts,2,3
142,"SAN FRANCISCO, UNIVERSITY OF",2016,Nevada,1,3
143,SANTA CLARA UNIVERSITY,2016,Nevada,2,3
144,SEATTLE UNIVERSITY,2016,Massachusetts,3,3
145,SETON HALL UNIVERSITY,2016,Pennsylvania,2,3
146,"SOUTH CAROLINA, UNIVERSITY OF",2016,Georgia,9,3
147,"SOUTH DAKOTA, UNIVERSITY OF",2016,Utah,3,3
148,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2016,District of Columbia,1,3
149,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2016,Texas,3,3
150,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2016,Texas,4,3
151,SOUTHERN METHODIST UNIVERSITY,2016,New York,2,3
152,SOUTHERN UNIVERSITY,2016,Georgia,3,3
153,SOUTHWESTERN LAW SCHOOL,2016,Nevada,2,3
154,ST. JOHN'S UNIVERSITY,2016,Connecticut,5,3
155,ST. MARY'S UNIVERSITY,2016,New Mexico,2,3
156,ST. THOMAS UNIVERSITY (FLORIDA),2016,New York,3,3
157,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2016,Wisconsin,2,3
158,STANFORD UNIVERSITY,2016,New York,24,3
159,STETSON UNIVERSITY,2016,Georgia,4,3
160,SUFFOLK UNIVERSITY,2016,California,6,3
161,SYRACUSE UNIVERSITY,2016,District of Columbia,9,3
162,TEMPLE UNIVERSITY,2016,Delaware,8,3
163,"TENNESSEE, UNIVERSITY OF",2016,New York,4,3
164,TEXAS A&M UNIVERSITY,2016,Missouri,1,3
165,"TEXAS AT AUSTIN, UNIVERSITY OF",2016,California,10,3
166,TEXAS SOUTHERN UNIVERSITY,2016,Nebraska,2,3
167,TEXAS TECH UNIVERSITY,2016,Arizona,2,3
168,THOMAS JEFFERSON SCHOOL OF LAW,2016,New York,4,3
169,"TOLEDO, UNIVERSITY OF",2016,Indiana,3,3
170,TOURO COLLEGE,2016,Georgia,1,3
171,TULANE UNIVERSITY,2016,California,16,3
172,"TULSA, UNIVERSITY OF",2016,Colorado,4,3
173,UNIVERSITY OF BUFFALO-SUNY,2016,Georgia,1,3
174,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2016,Indiana,4,3
175,UNIVERSITY OF LA VERNE,2016,,0,3
176,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2016,New York,2,3
177,UNIVERSITY OF NEVADA - LAS VEGAS,2016,Illinois,1,3
178,UNT DALLAS COLLEGE OF LAW,2016,,0,3
179,"UTAH, UNIVERSITY OF",2016,Arizona,3,3
180,VALPARAISO UNIVERSITY,2016,California,4,3
181,VANDERBILT UNIVERSITY,2016,Texas,19,3
182,VERMONT LAW SCHOOL,2016,District of Columbia,6,3
183,VILLANOVA UNIVERSITY,2016,Delaware,14,3
184,"VIRGINIA, UNIVERSITY OF",2016,Virginia,36,3
185,WAKE FOREST UNIVERSITY,2016,New York,9,3
186,WASHBURN UNIVERSITY,2016,Utah,2,3
187,WASHINGTON AND LEE UNIVERSITY,2016,New York,10,3
188,WASHINGTON UNIVERSITY,2016,Illinois,29,3
189,"WASHINGTON, UNIVERSITY OF",2016,Alaska,7,3
190,WAYNE STATE UNIVERSITY,2016,Nevada,1,3
191,WEST VIRGINIA UNIVERSITY,2016,Ohio,4,3
192,WESTERN MICHIGAN UNIVERSITY,2016,Illinois,16,3
193,WESTERN NEW ENGLAND UNIVERSITY,2016,New York,7,3
194,WESTERN STATE COLLEGE OF LAW,2016,Pennsylvania,1,3
195,WHITTIER LAW SCHOOL,2016,Florida,1,3
196,WIDENER UNIVERSITY-DELAWARE,2016,New Jersey,32,3
197,WIDENER-COMMONWEALTH,2016,New York,1,3
198,WILLAMETTE UNIVERSITY,2016,Nevada,4,3
199,WILLIAM AND MARY LAW SCHOOL,2016,New York,16,3
200,"WISCONSIN, UNIVERSITY OF",2016,Minnesota,10,3
201,"WYOMING, UNIVERSITY OF",2016,Utah,4,3
202,YALE UNIVERSITY,2016,California,23,3
0,"AKRON, UNIVERSITY OF",2017,Kentucky,1,3
1,"ALABAMA, UNIVERSITY OF",2017,Georgia,9,3
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2017,Massachusetts,2,3
3,AMERICAN UNIVERSITY,2017,Maryland,37,3
4,APPALACHIAN SCHOOL OF LAW,2017,North Carolina,4,3
5,ARIZONA STATE UNIVERSITY,2017,New York,5,3
6,ARIZONA SUMMIT LAW SCHOOL,2017,Nevada,4,3
7,"ARIZONA, UNIVERSITY OF",2017,Colorado,3,3
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2017,Texas,7,3
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2017,Missouri,2,3
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2017,New Jersey,2,3
11,AVE MARIA SCHOOL OF LAW,2017,Massachusetts,2,3
12,"BALTIMORE, UNIVERSITY OF",2017,Virginia,5,3
13,BARRY UNIVERSITY,2017,New York,2,3
14,BAYLOR UNIVERSITY,2017,Oklahoma,2,3
15,BELMONT UNIVERSITY,2017,Florida,1,3
16,BOSTON COLLEGE,2017,California,9,3
17,BOSTON UNIVERSITY,2017,California,11,3
18,BRIGHAM YOUNG UNIVERSITY,2017,Idaho,6,3
19,BROOKLYN LAW SCHOOL,2017,CALIFORNIA,3,3
20,CALIFORNIA WESTERN SCHOOL OF LAW,2017,Florida,3,3
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2017,District of Columbia,12,3
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2017,Texas,3,3
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2017,Texas,3,3
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2017,LOUISIANA,2,3
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2017,District Of Columbia,13,3
26,CAMPBELL UNIVERSITY,2017,Colorado,2,3
27,CAPITAL UNIVERSITY,2017,Michigan,1,3
28,CARDOZO SCHOOL OF LAW,2017,California,2,3
29,CASE WESTERN RESERVE UNIVERSITY,2017,New York,6,3
30,CATHOLIC UNIVERSITY OF AMERICA,2017,Virginia,16,3
31,CHAPMAN UNIVERSITY,2017,Montana,1,3
32,CHARLESTON SCHOOL OF LAW,2017,North Carolina,2,3
33,"CHICAGO, UNIVERSITY OF",2017,California,26,3
34,CHICAGO-KENT COLLEGE OF LAW-IIT,2017,District of Columbia,4,3
35,"CINCINNATI, UNIVERSITY OF",2017,Kentucky,3,3
36,CITY UNIVERSITY OF NEW YORK,2017,California,2,3
37,CLEVELAND STATE UNIVERSITY,2017,Michigan,1,3
38,"COLORADO, UNIVERSITY OF",2017,District of Columbia,4,3
39,COLUMBIA UNIVERSITY,2017,District of Columbia,27,3
40,CONCORDIA LAW SCHOOL,2017,,0,3
41,"CONNECTICUT, UNIVERSITY OF",2017,New York,11,3
42,CORNELL UNIVERSITY,2017,Massachusetts,11,3
43,CREIGHTON UNIVERSITY,2017,Colorado,4,3
44,"DAYTON, UNIVERSITY OF",2017,West Virginia,4,3
45,"DENVER, UNIVERSITY OF",2017,Arizona,3,3
46,DEPAUL UNIVERSITY,2017,Ohio,3,3
47,"DETROIT MERCY, UNIVERSITY OF",2017,Maryland,1,3
48,DISTRICT OF COLUMBIA,2017,Virginia,6,3
49,DRAKE UNIVERSITY,2017,Nebraska,2,3
50,DREXEL UNIVERSITY,2017,District Of Columbia,4,3
51,DUKE UNIVERSITY,2017,North Carolina,19,3
52,DUQUESNE UNIVERSITY,2017,Texas,2,3
53,ELON UNIVERSITY,2017,Maryland,4,3
54,EMORY UNIVERSITY,2017,Florida,22,3
55,FAULKNER UNIVERSITY,2017,Texas,3,3
56,FLORIDA A&M UNIVERSITY,2017,Georgia,2,3
57,FLORIDA COASTAL SCHOOL OF LAW,2017,California,5,3
58,FLORIDA INTERNATIONAL UNIVERSITY,2017,Maryland,2,3
59,FLORIDA STATE UNIVERSITY,2017,District of Columbia,4,3
60,"FLORIDA, UNIVERSITY OF",2017,District of Columbia,8,3
61,FORDHAM UNIVERSITY,2017,California,5,3
62,GEORGE MASON UNIVERSITY,2017,Maryland,6,3
63,GEORGE WASHINGTON UNIVERSITY,2017,Virginia,50,3
64,GEORGETOWN UNIVERSITY,2017,California,44,3
65,GEORGIA STATE UNIVERSITY,2017,Tennessee,2,3
66,"GEORGIA, UNIVERSITY OF",2017,South Carolina,6,3
67,GOLDEN GATE UNIVERSITY,2017,Nebraska,1,3
